,News,Label
627,Amazon launches bundling service for video streaming apps in India,1
880,"Amazon labor organizer Smalls arrested, faces trespass charge after dropping off food for workers",1
1075,"GLOBAL MARKETS-Amazon, Apple weigh on stocks, rate hike hopes underpin euro",1
599,India's top steelmakers seek federal funds to cut carbon emissions,0
227,India's June industrial output grows 13.6%,0
1601,Amazon receives 238 proposals for its second headquarters,1
793,India house price rises to pick up pace in 2022: Reuters poll,0
55,Amazon hit with record EU data privacy fine,1
1119,Amazon urges end to New York lawsuit over COVID-19 standards at warehouses,1
814,UPDATE 4-Amazon's Twitch blames configuration error for data breach,1
1094,UPDATE 2-Amazon to slow down COVID-19 testing for warehouse workers - source,1
1193,UPDATE 1-Bolsonaro visits indigenous lands in Amazon despite protests,1
114,India police charge Amazon execs in alleged marijuana smuggling case,1
800,Indian court restrains Future chief from selling assets in dispute with Amazon,1
349,"India merger of Sony, Zee to create TV powerhouse challenging Disney",0
963,"UPDATE 3-Affirm expands Amazon partnership as buy now, pay later surge lifts revenue",1
481,Amazon says EU court agrees it had no special Luxembourg tax treatment,1
707,India refiners' November crude processing at near 2-year high,0
669,EXCLUSIVE-Visa's chief financial officer expects to resolve fee row with Amazon,1
382,Exclusive-Amazon considers more proactive approach to determining what belongs on its cloud service,1
727,"India signs deals to export 500,000 T wheat, as global prices surge",0
70,"CORRECTED-Amazon to more than double payroll in Spain to 25,000 by 2025",1
1049,"Exclusive-Walmart's Flipkart, Amazon ask India's top court to stop antitrust queries",1
406,Coal India starts project to replace diesel with LNG in dumpers,0
975,"Amazon, Walmart's Flipkart must face India antitrust probe, top court says",1
538,Lyft names Amazon Studio's Elaine Paul as CFO,1
338,Israel's Apollo Power says Amazon to try out its solar-powered sidewalk,1
464,"India could ship vaccines to COVAX in a few weeks, say sources",0
625,"India's new COVID-19 cases hit seven-month high of 141,986",0
237,Arbitration panel rejects Future's plea on Reliance deal in dispute with Amazon,1
79,India's energy demand grows at slower pace in September,0
372,Amazon sees Prime Day sales boost amid supply chain snags,1
184,'The shops are gone': How Reliance stunned Amazon in battle for India's Future Retail,1
389,"India reports 27,254 new COVID-19 cases, 219 deaths",0
54,Amazon seeks U.S. approval to launch two internet satellites by 2022,1
688,"Oil producers cannot hold consumers to ransom, says India oil minister",0
1371,U.S. labor movement looks for path forward after Amazon defeat,1
481,Foreign direct investment into India to stay robust - Deloitte survey,0
249,Court turns down challenge to Amazon's San Bernardino airport hub,1
358,UPDATE 2-Amazon to offer Universal films after they play on Peacock,1
1124,Factbox: What next for Amazon founder Jeff Bezos?,1
501,Tesla's Musk says 'working through challenges' with India government,0
906,India defers plans to hike tax rates on textiles - finance minister,0
1462,India retail king Biyani sees quick OK of Future's $3.4 billion deal despite Amazon dispute,1
811,BRIEF-Petition For Union Election At Amazon's Staten Island Warehouse Was Filed With NLRB On Monday - NLRB,1
781,India breaks own COVID vaccination record as 'birthday gift' to Modi,0
1300,Delhi High Court lifts hold on Future's $3.4 billion retail deal in setback for Amazon,1
299,Amazon prices French soccer channel at 12.99 euros per month,1
1277,Amazon launches Amazon Vehicles to help car buyers,1
26,Amazon invests in Italian automated packaging machines maker,1
1508,"EU charges Amazon with anti-competitive action, opens second probe",1
401,"Amazon, Google face formal fake review inquiry in Britain",1
1121,"India's Enforcement Directorate seeks information, documents from Amazon amid probe: source",1
333,Strong earthquake of 6.1 magnitude strikes India-Myanmar border region,0
343,"India signs deals to export 500,000 T wheat, as global prices surge",0
393,"India's daily COVID cases rise by 337,704 in last 24 hours - govt",0
240,"India's monsoon rains forecast to be average in August, September",0
598,"Cricket-India must improve through the middle overs, says Dravid",0
1170,Wall Street falls with Amazon; S&P 500 posts sixth straight month of gains,1
185,Ford India head quits after company says to stop making cars in India,0
1483,BRIEF-STMicroelectronics Collaborates With Amazon Web Services‍,1
1177,Amazon to acquire Wondery in podcast push,1
427,Amazon in talks to buy MGM movie studio: The Information,1
173,Amazon to take team-wise approach on remote work policy,1
424,UPDATE 1-India indicates readiness to release more oil reserves,0
933,"Property, cash and Amazon: Why buyout firms are battling to buy UK’s Morrisons",1
609,"REUTERS IMPACT-Protecting indigenous people key to saving Amazon, say environmentalists",1
748,Exclusive-India presses Qatar for delayed LNG as power crisis mounts -sources,0
600,Iconix-Reliance JV in India to acquire Lee Cooper brand rights,0
189,UK aims to start trade talks with India this year,0
519,"Google, Amazon and several other websites down",1
468,WTO panel tells India to comply with trade rules on sugar,0
369,U.S. and India in talks over timeline for restarting COVID-19 vaccine exports,0
54,"India reports 36,571 new coronavirus cases",0
821,RPT-Amazon board approves 20-for-1 stock split,1
1074,"Who is Andy Jassy, the next CEO of Amazon?",1
181,South African court halts construction of Amazon HQ on sacred land,1
989,"As Omicron looms, Amazon caps how many COVID-19 tests shoppers can buy",1
531,Amazon says deliveries unaffected by strikes in Germany,1
1130,U.S. FTC preparing for possible challenge to Amazon's $8.5 bln MGM deal - The Information,1
620,COP26: Switzerland disappointed by India's proposed new language on coal,0
1254,Special Report: Amazon documents reveal company's secret strategy to dodge India's regulators,1
932,At least three killed in rail accident in India's West Bengal state,0
605,Amazon in talks to acquire rights of NFL's 'Sunday Ticket' package - CNBC,1
1537,"Exclusive: On Amazon, a quarter of merchants' sales are cross-border",1
91,Amazon's healthcare business has landed Hilton as a key customer,1
185,Amazon plans to more than double base pay cap for employees - memo,1
292,Amazon must adhere to UK supplier rules after grocery turnover tops 1 bln pounds,1
902,UPDATE 4-'Amazon won't change without a union': Canadian warehouse files for union vote,1
506,Amazon's sales forecast misses estimates,1
322,Labour union urges European authorities to widen Amazon antitrust probe after Reuters story,1
623,India's Axis Bank concludes structured derivative deals as RBI ban lifts,0
1238,"Amazon, Google execs lead U.S. Senate panel antitrust hearing witness list",1
151,Analysis-Amazon defies break-up wave sweeping conglomerates,1
245,Amazon warehouse workers overwhelmingly rejected a union. Now they may vote again,1
408,"Amazon, Google face formal fake review inquiry in Britain",1
627,New COVID-19 cases in India rise sharply for fifth consecutive day,0
453,"Amazon backs marijuana legalization, drops weed testing for some jobs",1
612,"REUTERS IMPACT-Protecting indigenous people key to saving Amazon, say environmentalists",1
1102,Top Amazon India executive questioned by police over video series,1
174,India urges ceasefire in Ukrainian city to evacuate students,0
865,"EXCLUSIVE-Amazon says India revoking Future deal would boost Reliance, hurt competition",1
1060,US STOCKS-S&P futures ease ahead of jobs data; Amazon climbs,1
1056,"US STOCKS-Nasdaq ends choppy week higher, as Amazon earnings stall tech rout",1
169,"Hindu group urges India to regulate platforms, cryptocurrency",0
1260,Special Report: Amazon documents reveal company's secret strategy to dodge India's regulators,1
450,"UK watchdog opens formal probe into Amazon, Google over fake reviews",1
344,Exclusive-Singapore flags concern to India over ban on Sea's game -sources,0
722,"Amazon's cloud unit launches new chips to take on Intel, Nvidia",1
1113,Tennis-French Open organisers 'picked Amazon over people': Medvedev,1
1014,Amazon-backed Rivian to delay first EV deliveries until September,1
433,"Moscow, Delhi sign deal to produce Kalashnikov assault rifles in India",0
1247,"James Bond movies to stay in theaters despite Amazon deal, producers say",1
212,"India reports 40,134 new coronavirus cases",0
161,India tells states to be on the alert as Omicron cases double,0
816,"UK trade minister visits India to press on trade, economic ties",0
678,IKEA malls business to invest around $1.2 billion in India - executive,0
798,Law firms bid to work on India's LIC IPO as government sweetens terms,0
1344,UPDATE 2-U.S. Pentagon mulls ending JEDI cloud project amid Amazon court battle - WSJ,1
1404,Amazon union election in Alabama has 55% voter turnout,1
1020,POLL-India's GDP growth likely touched a record in April-June,0
138,India's monsoon rains forecast to be above average in September,0
486,American Airlines bets on non-stop travel demand as it relaunches India flights,0
1465,Amazon looks to the sky to store products,1
782,"Crop sowing lags in India on scanty rains, raises concerns over yields",0
344,"Amazon not liable for third party's product, says Texas top court",1
475,"James Bond movies to stay in theaters despite Amazon deal, producers say",1
361,FOCUS-Ford wakes up badly burnt from its India dream,0
331,"India's daily COVID-19 infections rise by 38,949",0
147,India govt says no decision on Air India sale after report cites Tata Sons as winner,0
101,Oracle partners with India's Airtel in boost for cloud business,0
909,Several Foxconn India workers hospitalised after food poisoning - source,0
757,Ecuador's private heavy crude pipeline bursts in Amazon region,1
1005,India refiners' November crude processing at near 2-year high,0
9,"India reports 42,766 coronavirus cases",0
488,"India, Russia strike trade, arms deals during Putin visit",0
1068,Amazon to ask staff to return to office for three days a week,1
974,REFILE-India's Reliance to take over operation of 200 Future stores amid Amazon dispute-sources,1
443,India breaks its vaccination record in 'birthday gift' to Modi,0
722,India's main cities record sharp fall in COVID-19 infections,0
509,India objects to Singapore PM's remarks about 'criminal' MPs,0
117,Investors file shareholder proposal for Amazon tax disclosures-PIRC,1
843,WHO says it 'cannot cut corners' in approving India's Covaxin shot,0
330,UPDATE 1-Labour union urges European authorities to widen Amazon antitrust probe after Reuters story,1
910,Amazon Canada asked to shut Brampton facility on COVID-19 concerns,1
350,"India's law enforcement agency summons Amazon, Future Group officials over 2019 deal",1
92,High prices could slow India's transition to gas,0
126,Amazon seeks FCC approval to launch two Project Kuiper satellites by 2022,1
786,Lawsuit accuses Amazon of 'systemic' racism in corporate offices,1
1434,"EXCLUSIVE -Amazon orders more than 1,000 natgas engines for U.S. truck fleet",1
1523,Amazon's German workers set to go on strike,1
335,India approves Sputnik Light COVID shot for unvaccinated - local manufacturer,0
998,"UPDATE 3-Brazil's Amazon deforestation surges to 15-year high, undercutting government pledge",1
470,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
1595,Netflix says Amazon to launch standalone video,1
489,"UPDATE 1-Amazon to create 10,000 jobs in Britain this year",1
1227,Amazon plans AI-powered cameras in delivery vans to improve driver safety,1
1606,Amazon to allow Apple Music on its Echo speakers,1
217,"TotalEnergies, Amazon form partnership on electricity supply and online strategy",1
1139,Amazon sues New York attorney general to preempt COVID-19 lawsuit,1
219,"Kuwait to resume commercial flights with India, Egypt",0
115,FOCUS-Amazon's new union battle: Teamsters go local to snarl expansion,1
145,FTC prepares for possible challenge to Amazon's $8.5 billion MGM deal - The Information,1
370,Late monsoon floods kill more than 150 in India and Nepal,0
187,"Review of India's Covaxin shot underway, WHO says",0
753,India's 'captive' coal mines to be allowed to sell 50% output,0
23,UK drivers delivering for Amazon seek employee rights,1
433,Exclusive - India watchdog accuses Amazon of concealing facts in deal for Future Group unit,1
589,"India reports 27,254 new COVID-19 cases, 219 deaths",0
841,U.S. Treasury's Yellen says it's uncertain if Amazon to be subject to global tax deal,1
17,India to offer incentives to boost exports,0
1325,"Israel picks Amazon's AWS, Google for flagship cloud project",1
184,EXPLAINER-Amazon's battle with Reliance for India retail supremacy,0
220,Ford India head quits after company decides to stop making cars in India - sources,0
1107,"EXCLUSIVE-Amazon deployed secret strategy to dodge India's regulators, documents show",1
432,India to push for patent waiver for COVID-19 vaccines at WTO,0
1513,MEDIA-Amazon to sell cars online in Europe - Automobilwoche,1
608,The fight by Microsoft and Amazon for the Pentagon's cloud contract,1
636,India halts futures trade in key farm commodities to fight inflation,0
663,India's Future discloses new documents to bolster case against Amazon deal,0
760,India's August merchandise exports up 46% y/y - govt,0
1584,"Amazon ancestral land not up for sale, says 'Green Nobel' winner",1
813,Amazon and Google set to attend White House forum on quantum technology,1
1589,"Amazon to add over 2,000 jobs in Britain this year",1
852,"Australian regulator to probe Amazon, eBay among online markets",1
691,Biodiversity guru Thomas Lovejoy warns of peril to Amazon forest's 'living library',1
449,Russia says India approves one-shot Sputnik Light COVID vaccine,0
1283,E-commerce pioneer Wenzel launches 'Amazon on steroids',1
1136,Bolsonaro pledges to keep mining out of Yanomami reservation in Amazon,1
1030,"UPDATE 1-Mailbox, cameras. How Amazon interfered with Alabama union election -NLRB official",1
490,"Coronavirus impact worsens India's educational divide, U.N. agency says",0
620,CORRECTED-Amazon Fire TV in U.S. and Canada get TikTok (Nov 1),1
649,UPDATE 1-India to study sanctions impact on trade settlement with Russia,0
112,UPDATE 3-Ford to stop making cars in India,0
507,"U.S., India cracks? Biden says talks on Russia 'unresolved'",0
857,Games-India withdraw hockey teams from Commonwealth Games in Birmingham,0
608,Coal India to ramp up supplies to address utilities' fuel shortage,0
464,U.S. defended Amazon after article showed company bypassed Indian law,1
613,Amazon in talks to acquire rights of NFL's 'Sunday Ticket' package - CNBC,1
872,UPDATE 2-FTC prepares for possible challenge to Amazon's $8.5 bln MGM deal - The Information,1
40,CORRECTED-Microsoft unveils fourth data center in India,0
351,India outlines $10 billion plan to woo global chip makers,0
43,Bezos could be $90 billion richer with Amazon breakup,1
966,UPDATE 2-Australian state sets minimum pay for Amazon contractors in landmark step,1
846,CORRECTED-India's Omicron wave may intensify in coming weeks -experts,0
1460,Amazon.com goes for jugular in FCC spat with SpaceX's Musk,1
953,Amazon weighing entry into physical pharmacy stores - Insider,1
612,India's April-August fiscal deficit near 4.7 trln rupees - govt,0
946,UPDATE 1-U.S. antitrust enforcer advancing probe into Amazon's cloud unit -Bloomberg News,1
1527,"Amazon's head of digital music, video to depart",1
579,'Off to Canada': India's jobs crisis exasperates its youth,0
312,UPDATE 2-Amazon worker group in New York withdraws petition for union vote,1
748,"Spike in Amazon deforestation draws shock, ups pressure on Brazil",1
617,India's April-Sept fiscal deficit touches $70.4 billion,0
359,U.S. labor board official orders Amazon to redo union vote at Alabama warehouse,1
315,"Exclusive-Amazon says India revoking Future deal would boost Reliance, hurt competition",1
207,Amazon driver died in bathroom sheltering from tornado with colleagues,1
1312,Amazon's mobile ambitions grow,1
390,India says U.S. willing to collaborate to achieve green energy goals,0
480,Amazon extends moratorium on police use of facial recognition software,1
46,"India to restart COVID vaccine exports to COVAX, neighbours",0
568,Amazon tells Indian court: Reuters story is no reason to resume antitrust probe,1
765,Pilot error likely caused fatal Air India Express crash - report,0
882,India's gasoline demand seen hitting record as COVID curbs ease,0
1037,TIMELINE-Amazon's major acquisitions over the years,1
295,UPDATE 1-Amazon's palm print recognition raises concern among U.S. senators,1
744,India administers lowest number of COVID-19 tests in a month,0
593,"Amazon illegally fired employees critical of work conditions, labor board finds",1
149,India orders power firms to boost supply to Delhi,0
559,Amazon tells Indian court - Reuters story is no reason to resume antitrust probe,1
233,"India's monsoon rains forecast to be average in August, September",0
109,India’s tech stock bubble is poised to deflate,0
99,FOCUS-Amazon's new union battle: Teamsters go local to snarl expansion,1
858,UPDATE 1-Amazon in talks to acquire rights of NFL's 'Sunday Ticket' package - CNBC,1
1429,Amazon and Epix strike movie deal,1
1184,Amazon Ring's neighborhood watch app is making police requests public,1
1540,"Amazon keeps spending to grow, slashing profits",1
965,'No sense of job security': Amazon union organizers tell lawmakers in Alabama,1
539,"India says Omicron may be less severe due to vaccination, prior infections",0
654,"India reports 25,467 new COVID-19 cases in the last 24 hours",0
278,"Over 10,000 species risk extinction in Amazon, says landmark report",1
364,U.S. labor board official orders Amazon to redo union vote at Alabama warehouse,1
1529,Amazon.com goes for jugular in FCC spat with SpaceX's Musk,1
65,Amazon sues financial crime agency in latest twist of Indian battle,1
231,"Amazon to pay shoppers hurt by others' products, does not admit liability",1
1055,"UPDATE 3-Tech, growth shares shine in Amazon-led rebound after Meta rout",1
219,Outage shows how Amazon's complex cloud makes backup plans difficult,1
1126,Bolsonaro pledges to keep mining out of Yanomami reservation in Amazon,1
466,Amazon launches service aggregating video streaming apps in India,0
402,"India considers resuming vaccine exports soon, focus on Africa, says source",0
706,"India reports first Omicron cases, no plan to authorise boosters",0
339,U.S. trade official called India's Mastercard ban 'draconian'-emails,0
560,"Barclays bets on India again with $400 million infusion for banking, wealth businesses",0
1148,"U.S. senator slams Apple, Amazon, Nike, for enabling forced labor in China",1
648,"Iraq strengthens grip on India oil market, with highest volumes in 29 months",0
108,Reckitt takes steps to calm pricing row in India,0
182,Amazon sued by warehouse workers over COVID-19 screening pay,1
70,British trade minister arrives in India for talks,0
516,Canada extends ban on commercial and private passenger flights from India,0
1564,"Amazon's offers monthly option on Prime, challenging Netflix",1
418,"India asks ""captive"" coal mines to increase output as power demand rises",0
580,"India antitrust probe finds Google abused Android dominance, report shows",0
670,Vote count in pivotal Amazon union election likely to start next week,1
1009,"Brazil's JBS bought 301,000 cattle from 'irregular' farms in the Amazon, audit finds",1
708,India's January fuel sales hit by COVID curbs - preliminary data,0
1027,UPDATE 1-Brazil renews protection of little-seen Amazon tribe for six months,1
1573,Amazon to open five new warehouses in India,1
575,Amazon starts offering healthcare service to other employers,1
203,"India reports 30,549 new coronavirus cases",0
1517,Amazon gets Harry Potter e-books for Kindles,1
16,Factbox-India and Pakistan's nuclear arsenals,0
1580,Amazon gets Harry Potter e-books for Kindles,1
1367,Amazon France CEO: French lockdown boosted sales,1
504,"India detects third Omicron case, reports 415 COVID-19 deaths",0
227,India court dismisses Future's plea to declare arbitration with Amazon illegal,1
994,"UK, India plan to connect world's green power grids",0
5,India gets bids for sale of loss-making Air India,0
419,"India's COVID vaccine supply jumps, raising export hopes",0
913,Amazon tells Texas top court it cannot be liable for third-party seller's product,1
1007,Pakistan e-commerce platform Daraz aims to beef up as Amazon eyes market,1
119,India announces first formal meeting with Taliban,0
691,"Britain and India must deepen defence, economic ties - UK's Truss",0
673,"India, Israel to start talks on free trade agreement next month",0
1368,Amazon starts offering healthcare service to other employers,1
855,Amazon illegally tests NYC job applicants for marijuana - lawsuit,1
1500,Austrian retailers file antitrust complaint against Amazon,1
442,Cricket-India women trump Pakistan to maintain perfect record,0
287,Amazon hires Tesco veteran Tony Hoggett to run stores,1
160,Amazon's Staten Island warehouse workers file petition for union election,1
801,Indian court restrains Future chief from selling assets in dispute with Amazon,1
657,ANALYSIS-Amazon defies break-up wave sweeping conglomerates,1
1637,Amazon allowed by law to undercut Australian businesses - regulator,1
352,"India's expert panel advises full approval for Covishield, Covaxin",0
1257,"Amazon takes battle with Future Group to India's top court, fearing ""irreparable harm""",1
404,Global crypto exchange CrossTower enters India despite policy uncertainty,0
578,Amazon union election in Alabama has 55% voter turnout,1
180,Exclusive-Visa's chief financial officer expects to resolve fee row with Amazon,1
1464,"As Amazon blazes surge, firefighting proves a challenge",1
338,COLUMN-India looks to Russia to solve the energy crisis Moscow created: Russell,0
1089,Top Amazon India executive questioned by police over video series,1
265,Coal India considers private sector to run discontinued mines,0
1418,"Amazon union election tally expected to start, turnout 55%",1
62,India's Future discloses new documents to bolster case against Amazon deal,1
1256,Formula One in talks with Amazon to stream races - report,1
497,"Amazon to hire 75,000 workers, offers $100 extra for vaccination proof",1
674,"Musk, Brazilian govt discuss deal to provide rural Internet, monitor Amazon",1
1271,"Amazon takes battle with Future Group to India's top court, fearing ""irreparable harm""",1
525,India objects to Singapore PM's remarks about 'criminal' MPs,0
205,"Amazon to pay shoppers hurt by others' products, does not admit liability",1
113,Amazon settles with employees allegedly fired for criticizing working conditions,1
735,"Tech, growth shares shine in Amazon-led rebound after Meta rout",1
1222,"Echoing Amazon: Walmart, Target try local package delivery",1
1024,Amazon lawyer resigns from progressive legal group amid union efforts,1
279,India and China to continue dialogue over disputed border,0
192,France moves to shield its book industry from Amazon,1
817,India's new COVID-19 cases jump to two-month high,0
957,All-women news organisation in rural India elated at Oscar nod,0
354,Labor board to hear Amazon workers' bid for NY union vote on Nov. 15,1
860,CORRECTED-Unions call strike at Amazon's logistic operations in Italy on March 22,1
961,India's Axis Bank concludes structured derivative deals as RBI ban lifts,0
798,Amazon eyes potential stake in India's Inox Leisure - Indian Express,1
540,Amazon warns merchants about antitrust bills in Congress,1
1267,UPDATE 2-District of Columbia accuses Amazon of unfair pricing strategies in new suit,1
521,India breaks its vaccination record in 'birthday gift' to Modi,0
1390,U.S. senators ask Amazon CEO if 'Amazon's Choice' deceives consumers,1
82,Amazon's new union battle: Teamsters go local to snarl expansion,1
1455,Amazon shares fall as outlook disappoints,1
947,Amazon sees Prime Day sales boost amid supply chain snags,1
947,India's Dream11 app faces police case after introduction of gaming ban,0
570,"India's output, exports of Russia's Sputnik vaccine at risk due to Ukraine crisis",0
1133,"White House will meet execs from Apple, Amazon, IBM to discuss software security",1
445,India tells China border troop pullback needed for better ties,0
922,RPT-Amazon asks India regulator to order withdrawal of Future-Reliance deal approval -letter,1
291,U.S. FTC recommended lawsuit against Amazon over privacy breaches at Ring - the Information,1
486,Brazil's pandemic-weary Manaus flooded by rising Amazon rivers,1
347,"Exclusive: Amazon CEO unveils 55,000 tech jobs in first hiring push under his watch",1
384,Teamsters union steps up efforts to organize Amazon workers,1
768,UPDATE 1-U.S. airlines and Amazon join push to reduce aircraft emissions,1
137,India allows domestic flights to fly at full capacity,0
537,Canada extends ban on commercial and private passenger flights from India,0
93,"India reports 45,352 new COVID-19 infections",0
1033,UPDATE 1-India's September vehicle sales hit by chip shortage,0
1592,Mexico's Televisa to partner with Amazon on content for video,1
680,India's Maharashtra state bats for Tesla over import tax on EVs,0
179,"Amazon, Future talks have failed, lawyers tell India's Supreme Court",1
195,Amazon bets on Black Friday deals in early holiday shopping push,1
635,Australian state sets minimum pay for Amazon contractors in landmark step,1
879,Brazil sees most June fires in Amazon rainforest since 2007,1
822,Amazon-backed startup Rivian starts production of electric pick-up,1
228,"Amazon UK to hire 20,000 temporary workers for Christmas season",1
908,A million set to throng India's Ganges for holy dip despite COVID-19,0
1230,Big U.S. retailers line up deals to take on Amazon Prime Day frenzy,1
425,Amazon Web Services says will open data centers in Israel,1
758,Brazil greenlights power line through indigenous reserve in the Amazon,1
669,India's June WPI inflation eases to 12.07%: government,0
865,"India's new COVID-19 cases hit seven-month high of 141,986",0
715,"Exclusive: Brazil shuts illegal timber schemes, sheds light on Amazon logging",1
1079,Bezos' shock exit cools Amazon results boost,1
837,UPDATE 1-Amazon wins EU antitrust nod for $8.5 bln MGM deal,1
838,UPDATE 1-Amazon accused of violating U.S. labor law after union supporters' arrests,1
724,"India could ship vaccines to COVAX in a few weeks, say sources",0
1021,"Boat carrying dozens sinks in India's northeast, one dead",0
1426,EXCLUSIVE-Roughly 500 ballots challenged in Amazon's landmark union election,1
874,Amazon signs deal with British spy agencies to boost use of AI for espionage -FT,1
79,Amazon developing new point-of-sale system to attract small businesses - Insider,1
1535,UPDATE 1-Amazon starts offering healthcare service to other employers,1
366,"India says Omicron may be less severe due to vaccination, prior infections",0
1231,UPDATE 1-Amazon-backed Rivian to delay first EV deliveries until September,1
1221,"Facebook, Amazon not in discussions to broadcast Super League",1
156,India says it accidentally fired missile into Pakistan,0
975,"India antitrust body fines United Breweries, Carlsberg in price fixing case",0
363,Amazon asks SCOTUS to rethink cert denial in 'last-mile' case,1
238,Heritage land dispute over Amazon's new Africa HQ goes to court,1
929,"Amazon, Reliance set to lock horns over India's cricket media rights",0
628,Games-India unlikely to field cricket teams in Hangzhou Asiad,0
58,Amazon denies report of accepting bitcoin as payment,1
697,CORRECTED-India's LIC gets market regulator nod for IPO - ET Now,0
762,"NPE PersonalWeb trounced at Fed Circ on Google, Amazon infringement claims",1
807,Amazon's Deliveroo stake to drop to 11.5% after London IPO,1
2,"India asks Coal India to invest in electric vehicles, charging pods",0
604,Japan's Osaka Gas plans to enter India's city market,0
1007,India to introduce new battery swapping policy in EV push,0
463,"Amazon, others escape data filing system patent claims at Fed Circ",1
897,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
134,"Indian court halts Amazon, Future arbitration in blow to U.S. giant",1
1299,Amazon to remove QAnon products from platform after U.S. Capitol siege,1
787,Walmart's Flipkart says Indian probe shouldn't treat it the same as Amazon,1
1383,U.S. labor board claims Amazon illegally fired warehouse worker,1
628,"EXCLUSIVE-Amazon in talks to settle EU antitrust investigations, sources say",1
818,"Microsoft joins Google, Amazon, others in canceling in-person presence at CES",1
1242,"Amazon, Google executives lead U.S. Senate panel antitrust hearing witness list",1
1567,On cloud nine: Web growth powers Amazon shares,1
281,"India's expert panel advises full approval for Covishield, Covaxin",0
728,"Deforestation in Brazil's Amazon edges down, still high under Bolsonaro",1
395,BRIEF-Amazon Ordering Frontline U.S. Employees To Resume Wearing Masks At Work Regardless Of Vaccination Status - Bloomberg News,1
447,Amazon urges end to New York lawsuit over COVID-19 standards at warehouses,1
298,BRIEF-India's Future Group Unlikely To Cooperate With Amazon If It Tries To Reapply For Antitrust Clearance -Source,1
745,Top Amazon official swipes at Bernie Sanders over planned Alabama visit,1
399,Employees of India's Future Retail urge top court to clear asset sale in Amazon dispute,1
1553,Amazon looking at French distribution deals: report,1
689,GRAPHIC-Amazon latest megacap to join stock split squad,1
1078,"UPDATE 2-U.S. opens safety probe into Mercedes vans used for Amazon deliveries, ambulances",1
557,India PM Modi says economy getting boost from rising vaccinations,0
96,Fact Check-No evidence Amazon packages are sprayed with chemicals toxic to cats,1
268,UBS says it remains committed to India as advisory services move,0
537,"Netflix slashes India prices in battle with Disney, Amazon",1
336,"Vodafone, Amazon partner to launch 'edge computing' in UK",1
1304,BRIEF-Amazon to acquire Souq.com,1
298,U.S. Vice President Harris welcomes India's resuming COVID exports,0
222,FTC approaches March deadline for reviewing Amazon-MGM deal -source,1
483,"Exclusive: India to expedite Amazon, Flipkart antitrust probe as tech focus intensifies - sources",1
747,Amazon to stop COVID-19 testing for warehouse workers - The Information,1
879,India set to export record 7 million tonnes wheat this year,0
269,UPDATE 2-Amazon orders all U.S. employees to mask up at work,1
171,"Omicron spreads in India, full vaccination in focus",0
140,"India's daily COVID-19 cases rise by 22,775",0
719,Amazon picks former executive Adam Selipsky to lead cloud unit,1
576,Amazon's Twitch blames configuration error for data breach,1
1569,Amazon downgraded by Morgan Stanley; shares fall,1
682,"IBM, Amazon partner to extend reach of data tools for oil companies",1
679,'Off to Canada': India's jobs crisis exasperates its youth,0
1090,Enforcement Directorate to examine findings in Reuters report on Amazon - agency source,1
484,"India antitrust probe finds Google abused Android dominance, report shows",0
648,Street art emerges in Sao Paulo from the ashes of the burning Amazon,1
835,India cuts growth estimates for 2021/22 amid surging COVID cases,0
1122,UPDATE 2-Amazon Pharmacy offers half-yearly prescriptions starting at $6,1
189,Spain looks into antitrust practices by Apple and Amazon,1
24,TotalEnergies looking into EV charging points in India -CEO,0
495,India's tax revenues likely to beat forecast on strong recovery - officials,0
178,Amazon plans to more than double base pay cap for employees - memo,1
529,UPDATE 1-Axis Bank closing in on Citi India's consumer business - sources,0
943,WhatsApp says hires former Amazon exec Mahatme to lead India payments,1
335,Amazon may be days away from closing deal to buy film studio MGM,1
1077,"GLOBAL MARKETS-Amazon, Apple earnings curb stocks frenzy, euro off 1-month highs",1
785,India's Bharat Biotech studying if Covaxin shot will work on Omicron,0
833,U.S. labor board begins reviewing ballots from Amazon workers in Alabama,1
349,Judge must decide state-law arbitrability of Amazon last-mile driver claims,1
779,"India growth recovery faces headwinds from geopolitical tensions, says Patra",0
237,India PM Modi says working on taming inflation,0
88,"India reports 37,593 new coronavirus cases",0
1034,"EMERGING MARKETS-Shares set for biggest weekly drop in six; Apple, Amazon suppliers slip",1
1011,India's hijab dispute reaches its most populous state,0
377,Amazon teams with board game distributor to sue alleged counterfeiters,1
825,"Microsoft joins Google, Amazon, others in canceling in-person presence at CES",1
1028,TIMELINE-Amazon's major acquisitions over the years,1
709,Gold rush draws hundreds of dredging rafts to Amazon tributary,1
827,"US STOCKS SNAPSHOT-Apple, Amazon push Nasdaq to record high",1
495,"Amazon raises $1 billion sustainable bond for climate, social causes",1
645,India's Future Retail takes Reliance deal saga to Supreme Court,0
973,"India's factory growth accelerated in Feb, inflation remains a concern",0
260,India's plans for 20% ethanol-blending will cut sugar subsidy - oil secretary,0
795,"India revamps incentives for autos to boost EVs, hydrogen fuel cells -sources",0
767,Amazon CEO Bezos supports hiking U.S. corporate tax rate,1
995,UPDATE 1-Amazon to divert freight as some Chinese cities go under lockdown,1
733,Top Amazon official swipes at Bernie Sanders over planned Alabama visit,1
1081,Amazon rights row throws French soccer into fresh turmoil,1
